hash,author,date,message,year_month,year
4346498c,David Lord,2021-10-02 02:52:05+00:00,Merge pull request #4285 from Makonede/patch-1,2021-10,2021
76858515,Makonede,2021-10-02 01:07:32+00:00,fix list numbering,2021-10,2021
f8c881b8,David Lord,2021-10-01 17:18:07+00:00,Merge pull request #4267 from sprutner/patch-1,2021-10,2021
1a40d9b9,Seth Rutner,2021-09-21 22:44:39+00:00,fix grammar in links to app and request context,2021-09,2021
b4094b35,David Lord,2021-10-01 17:07:27+00:00,Merge pull request #4269 from Jalkhov/patch-1,2021-10,2021
22933a8c,Pedro Torcatt,2021-09-23 01:20:26+00:00,fix docs for Flask.test_client_class,2021-09,2021
56c8bddf,David Lord,2021-10-01 16:59:34+00:00,Merge pull request #4271 from KPLauritzen/b/broken-link-flaskwtf,2021-10,2021
3a78f501,Kasper Primdal Lauritzen,2021-09-27 08:45:29+00:00,Fix broken link to Flask-WTF,2021-09,2021
f4a2c356,David Lord,2021-10-01 16:51:09+00:00,Merge branch '2.0.x',2021-10,2021
3b83d0c7,David Lord,2021-10-01 16:50:53+00:00,Merge pull request #4284 from pallets/update-requirements,2021-10,2021
42a6da2d,David Lord,2021-10-01 16:46:38+00:00,update requirements,2021-10,2021
34ff7d73,David Lord,2021-10-01 16:42:17+00:00,Merge pull request #4283 from pallets/except-chain,2021-10,2021
6a4bf9ee,David Lord,2021-10-01 16:39:10+00:00,use exception chaining,2021-10,2021
aa1d34dc,Pedro Torcatt,2021-09-22 17:12:36+00:00,Fix grammatical error (#4268),2021-09,2021
ca0033c1,Grey Li,2021-09-15 00:50:07+00:00,Merge pull request #4266 from kkirsche/patch-1,2021-09,2021
9d9108fe,Kevin Kirsche,2021-09-14 16:29:42+00:00,fix: typo docs/debugging.rst:72,2021-09,2021
24aab7a0,David Lord,2021-09-08 23:05:33+00:00,Merge branch '2.0.x',2021-09,2021
313a70da,David Lord,2021-09-08 23:04:26+00:00,update requirements,2021-09,2021
7c7b5836,David Lord,2021-09-08 23:03:56+00:00,update pre-commit hooks,2021-09,2021
e1dce5c3,Mindiell,2021-09-08 08:00:36+00:00,Fix typo in docs (#4261),2021-09,2021
6f852d0d,Grey Li,2021-09-07 00:31:30+00:00,Merge pull request #4257 from pallets/pre-commit-ci-update-config,2021-09,2021
4a37b627,pre-commit-ci[bot],2021-09-06 19:06:50+00:00,[pre-commit.ci] pre-commit autoupdate,2021-09,2021
d01d26e5,Grey Li,2021-09-01 08:59:56+00:00,Merge pull request #4255 from pallets/dependabot/pip/pytest-6.2.5,2021-09,2021
c58ff55e,dependabot[bot],2021-09-01 08:41:42+00:00,Bump pytest from 6.2.4 to 6.2.5,2021-09,2021
048709c8,Grey Li,2021-09-01 08:40:46+00:00,Merge pull request #4254 from pallets/dependabot/pip/tox-3.24.3,2021-09,2021
d7199c87,Grey Li,2021-09-01 08:40:16+00:00,Merge pull request #4253 from pallets/dependabot/pip/pre-commit-2.14.1,2021-09,2021
e4373eba,Grey Li,2021-09-01 08:39:47+00:00,Merge pull request #4252 from pallets/dependabot/pip/cryptography-3.4.8,2021-09,2021
6d32d342,dependabot[bot],2021-09-01 08:03:32+00:00,Bump tox from 3.24.1 to 3.24.3,2021-09,2021
f6e4e8ab,dependabot[bot],2021-09-01 08:03:07+00:00,Bump pre-commit from 2.14.0 to 2.14.1,2021-09,2021
b5bdcb46,dependabot[bot],2021-09-01 08:02:40+00:00,Bump cryptography from 3.4.7 to 3.4.8,2021-09,2021
fafc132d,nabbisen,2021-08-29 13:21:36+00:00,Update cherokee links in docs/deploying (#4249),2021-08,2021
53eef278,David Lord,2021-08-14 12:21:56+00:00,Merge remote-tracking branch 'origin/2.0.x',2021-08,2021
3261a945,David Lord,2021-08-14 12:21:11+00:00,Merge pull request #4234 from greyli/upload-docs,2021-08,2021
84aa8706,Grey Li,2021-08-13 11:11:30+00:00,Remove the mention of Flask-Uploads in uploading docs,2021-08,2021
a430c437,David Lord,2021-08-10 14:05:38+00:00,Merge remote-tracking branch 'origin/2.0.x',2021-08,2021
ae5ad9e1,David Lord,2021-08-10 14:05:23+00:00,add type stub packages,2021-08,2021
d4b540eb,David Lord,2021-08-10 14:02:55+00:00,install type stubs from requirements,2021-08,2021
13c0eef5,David Lord,2021-08-10 14:01:36+00:00,Merge remote-tracking branch 'origin/2.0.x',2021-08,2021
48207371,David Lord,2021-08-10 13:59:35+00:00,Merge pull request #4232 from pallets/update-requirements,2021-08,2021
31ce7d61,David Lord,2021-08-10 13:51:41+00:00,add type stub packages,2021-08,2021
78e82a3e,David Lord,2021-08-10 13:50:09+00:00,update pre-commit hooks,2021-08,2021
d9133e93,David Lord,2021-08-10 13:49:38+00:00,update requirements,2021-08,2021
7e40882e,David Lord,2021-08-10 13:33:45+00:00,Merge remote-tracking branch 'origin/2.0.x',2021-08,2021
9c91bb3c,David Lord,2021-08-10 13:18:38+00:00,Merge pull request #4227 from esadek/pip_link,2021-08,2021
9830fd8a,Emil Sadek,2021-08-09 06:37:54+00:00,update pip link,2021-08,2021
afc13b93,David Lord,2021-08-06 02:48:47+00:00,Merge remote-tracking branch 'origin/2.0.x',2021-08,2021
ef3a82a2,David Lord,2021-08-06 02:37:03+00:00,Merge pull request #4174 from na2shell/fix_4170,2021-08,2021
9f0da9b7,na2shell,2021-06-25 02:39:13+00:00,cli loader handles kwargs in app factory,2021-06,2021
c3f923d0,David Lord,2021-08-06 02:17:52+00:00,Merge pull request #4169 from Rohan-Salwan/dev,2021-08,2021
2305b056,David Lord,2021-08-06 02:15:31+00:00,add test for lazy loading error,2021-08,2021
aa6dd09c,Rohan salwan,2021-06-22 23:36:03+00:00,correctly handle raising deferred errors in cli lazy loading,2021-06,2021
66d9d4fa,David Lord,2021-08-06 01:40:44+00:00,Merge pull request #4160 from default-303/decimal_fix,2021-08,2021
892ae955,default-303,2021-06-19 11:57:56+00:00,jsonify encodes decimal to str,2021-06,2021
06cf349b,David Lord,2021-08-06 01:18:04+00:00,Merge pull request #4152 from Yourun-proger/fix,2021-08,2021
9a2adfba,Yourun-Proger,2021-06-16 19:40:01+00:00,static_folder can be a pathlib.Path,2021-06,2021
187f6ce4,David Lord,2021-08-06 01:04:51+00:00,Merge pull request #4139 from awijaya22/issue4099,2021-08,2021
51196575,Angeline,2021-06-07 14:09:58+00:00,safer check for existing user in tutorial,2021-06,2021
50b7dcba,David Lord,2021-08-06 00:42:08+00:00,Merge pull request #4131 from starlightknown/docstring,2021-08,2021
e18ed45c,Karuna Tata,2021-08-06 00:36:24+00:00,document return value for config loading methods,2021-08,2021
a0afb6f3,David Lord,2021-08-05 23:55:51+00:00,Merge pull request #4190 from yuxiaoy1/docs,2021-08,2021
5dfa67ed,David Lord,2021-08-05 15:55:28+00:00,Merge pull request #4221 from kaushikk25/patch-1,2021-08,2021
858cc9ca,kaushik kothiya,2021-08-05 06:11:07+00:00,Wrong variable name use,2021-08,2021
0826be48,Grey Li,2021-08-03 02:29:25+00:00,Merge pull request #4214 from pallets/pre-commit-ci-update-config,2021-08,2021
f2b1dc45,pre-commit-ci[bot],2021-08-02 18:50:27+00:00,[pre-commit.ci] pre-commit autoupdate,2021-08,2021
e248e093,Grey Li,2021-08-01 08:51:44+00:00,Merge pull request #4208 from pallets/dependabot/pip/tox-3.24.1,2021-08,2021
625595cb,Grey Li,2021-08-01 08:51:05+00:00,Merge pull request #4209 from pallets/dependabot/pip/sphinx-4.1.2,2021-08,2021
4550beb6,Grey Li,2021-08-01 08:50:58+00:00,Merge pull request #4210 from pallets/dependabot/pip/python-dotenv-0.19.0,2021-08,2021
f5f51cd0,Grey Li,2021-08-01 08:50:46+00:00,Merge pull request #4211 from pallets/dependabot/pip/asgiref-3.4.1,2021-08,2021
c0f583fd,dependabot[bot],2021-08-01 08:05:42+00:00,Bump asgiref from 3.4.0 to 3.4.1,2021-08,2021
3e507a70,dependabot[bot],2021-08-01 08:05:05+00:00,Bump python-dotenv from 0.18.0 to 0.19.0,2021-08,2021
7a3b8bbb,dependabot[bot],2021-08-01 08:04:22+00:00,Bump sphinx from 4.0.2 to 4.1.2,2021-08,2021
bb3217b3,dependabot[bot],2021-08-01 08:03:36+00:00,Bump tox from 3.23.1 to 3.24.1,2021-08,2021
e7b16b5e,David Lord,2021-07-07 17:59:04+00:00,Merge pull request #4193 from Elahi-cs/sql-fix,2021-07,2021
3127c304,Elahi-cs,2021-07-07 17:40:21+00:00,Small SQL formatting fix,2021-07,2021
85c35bd6,Frank Yu,2021-07-07 11:26:24+00:00,Fix link in ASGI docs (#4191),2021-07,2021
29c09a92,Frank Yu,2021-07-07 07:18:04+00:00,Omit the type attribute of script tag,2021-07,2021
922e91b2,Frank Yu,2021-07-07 07:16:29+00:00,Omit the type attribute of script tag,2021-07,2021
7a73171e,Adrian Moennich,2021-07-06 20:06:20+00:00,Merge branch '2.0.x',2021-07,2021
6e1b7209,Adrian Moennich,2021-07-06 20:05:31+00:00,Fix typo in docs,2021-07,2021
8e62bf6b,Grey Li,2021-07-06 00:19:53+00:00,Merge pull request #4187 from pallets/pre-commit-ci-update-config,2021-07,2021
f9ccca97,pre-commit-ci[bot],2021-07-05 22:11:00+00:00,[pre-commit.ci] pre-commit autoupdate,2021-07,2021
28507154,Grey Li,2021-07-01 10:54:54+00:00,Merge pull request #4185 from pallets/dependabot/pip/mypy-0.910,2021-07,2021
9fa8b0f7,Grey Li,2021-07-01 10:43:35+00:00,Fix typing import issues,2021-07,2021
7b3bb7b1,Grey Li,2021-07-01 10:12:32+00:00,Merge pull request #4182 from pallets/dependabot/pip/python-dotenv-0.18.0,2021-07,2021
c6d8beeb,Grey Li,2021-07-01 10:09:16+00:00,Merge pull request #4181 from pallets/dependabot/pip/pip-tools-6.2.0,2021-07,2021
72078148,dependabot[bot],2021-07-01 10:07:58+00:00,Bump mypy from 0.812 to 0.910,2021-07,2021
c9796f85,dependabot[bot],2021-07-01 10:06:57+00:00,Bump python-dotenv from 0.17.1 to 0.18.0,2021-07,2021
ae53c320,dependabot[bot],2021-07-01 10:06:46+00:00,Bump pip-tools from 6.1.0 to 6.2.0,2021-07,2021
e145f9c6,Grey Li,2021-07-01 10:05:48+00:00,Merge pull request #4183 from pallets/dependabot/pip/asgiref-3.4.0,2021-07,2021
d0f19f79,dependabot[bot],2021-07-01 10:05:36+00:00,Bump asgiref from 3.3.4 to 3.4.0,2021-07,2021
01e804a6,Grey Li,2021-07-01 10:03:57+00:00,Merge pull request #4184 from pallets/dependabot/pip/sphinx-tabs-3.1.0,2021-07,2021
6fe9235f,dependabot[bot],2021-07-01 08:03:44+00:00,Bump sphinx-tabs from 3.0.0 to 3.1.0,2021-07,2021
7023145f,Grey Li,2021-06-27 03:52:54+00:00,Merge pull request #4175 from greyli/views-docs,2021-06,2021
ba6db2e3,Grey Li,2021-06-26 15:35:24+00:00,Merge remote-tracking branch 'origin/2.0.x' into main,2021-06,2021
c224832a,Grey Li,2021-06-26 10:58:15+00:00,Fix typo in docs/views.rst,2021-06,2021
49cbb775,David Lord,2021-06-21 17:07:33+00:00,Merge pull request #4165 from yuxiaoy1/patch-1,2021-06,2021
35eb582b,Frank Yu,2021-06-20 15:20:14+00:00,Change flask.xxx to plain version in testing docs,2021-06,2021
d426b58e,David Lord,2021-06-20 13:45:54+00:00,Merge pull request #4155 from yuxiaoy1/patch-1,2021-06,2021
5261aeb7,David Lord,2021-06-20 13:45:37+00:00,Merge pull request #4156 from yuxiaoy1/patch-4,2021-06,2021
7b696e07,Frank Yu,2021-06-18 14:18:15+00:00,Update testing.rst,2021-06,2021
5fa7d2ef,Frank Yu,2021-06-18 12:15:02+00:00,Update templating.rst,2021-06,2021
f353d126,Frank Yu,2021-06-18 02:10:29+00:00,Update docs of rendering templates (#4153),2021-06,2021
f8ca80ce,Grey Li,2021-06-15 00:49:29+00:00,Merge pull request #4147 from greyli/update-contributing-guide,2021-06,2021
a44c7228,pgjones,2021-06-05 15:08:51+00:00,Fix registering a blueprint twice with differing names,2021-06,2021
34027d8d,Grey Li,2021-06-14 06:20:04+00:00,Improve the contributing guide,2021-06,2021
399b851e,David Lord,2021-06-08 17:06:35+00:00,Merge pull request #4142 from Hugo0/patch-1,2021-06,2021
92bed661,Hugo Montenegro,2021-06-08 17:01:07+00:00,Update celery.rst,2021-06,2021
63893a42,pgjones,2021-06-06 10:09:03+00:00,Improve the changelog entry,2021-06,2021
aac67289,David Lord,2021-06-02 02:09:24+00:00,Merge pull request #4122 from pallets/dependabot/pip/requirements/urllib3-1.26.5,2021-06,2021
1b10e085,dependabot[bot],2021-06-02 01:54:49+00:00,Bump urllib3 from 1.26.4 to 1.26.5 in /requirements,2021-06,2021
6a4e7e94,Pascal Corpet,2021-05-31 10:28:44+00:00,improve typing for `app.errorhandler` decorator,2021-05,2021
5205cd4e,pre-commit-ci[bot],2021-06-01 17:56:33+00:00,[pre-commit.ci] auto fixes from pre-commit.com hooks,2021-06,2021
270eb2df,Miguel Grinberg,2021-05-27 23:01:48+00:00,Support View and MethodView instances with async handlers,2021-05,2021
491ea328,laggardkernel,2021-06-01 05:43:28+00:00,Optimize loop in Flask._find_error_handler(),2021-06,2021
cd0086bc,David Lord,2021-06-01 13:33:50+00:00,Merge pull request #4121 from pallets/dependabot/pip/pre-commit-2.13.0,2021-06,2021
5d0104f6,dependabot[bot],2021-06-01 08:04:58+00:00,Bump pre-commit from 2.12.1 to 2.13.0,2021-06,2021
0ce270d1,laggardkernel,2021-05-11 21:44:00+00:00,Update doc about minimal Python version for async support,2021-05,2021
6f5870a7,Adrian Moennich,2021-05-29 18:55:23+00:00,Merge remote-tracking branch 'upstream/2.0.x',2021-05,2021
8e589daa,default-303,2021-05-29 18:54:35+00:00,Fix typing of jinja decorators (#4109),2021-05,2021
a9602361,Marat Sharafutdinov,2021-05-25 15:04:41+00:00,Fix type annotation for `before_request` and `before_app_request` decorators,2021-05,2021
f7adb2c8,Pascal Corpet,2021-05-23 22:31:43+00:00,improve typing for `teardown_request`,2021-05,2021
d81aa701,Grey Li,2021-05-24 08:36:56+00:00,Merge pull request #4100 from greyli/fix-typo,2021-05,2021
aa6fbf2f,Grey Li,2021-05-24 08:33:02+00:00,Fix typo in docs/tutorial/index.rst,2021-05,2021
71617768,David Lord,2021-05-21 15:56:18+00:00,Merge branch '2.0.x',2021-05,2021
e22021d5,David Lord,2021-05-21 15:55:31+00:00,start version 2.0.2.dev0,2021-05,2021
bc90801c,David Lord,2021-05-21 15:52:24+00:00,Merge pull request #4091 from pallets/release-2.0.1,2021-05,2021
fe2d744b,David Lord,2021-05-21 15:50:31+00:00,release version 2.0.1,2021-05,2021
9f606a8c,David Lord,2021-05-21 15:48:02+00:00,Merge pull request #4090 from pallets/stream-type,2021-05,2021
7ab934f6,David Lord,2021-05-21 15:42:44+00:00,improve typing for `stream_with_context`,2021-05,2021
6b1c4e97,David Lord,2021-05-21 14:10:50+00:00,Merge pull request #4087 from greyli/gitignore,2021-05,2021
255461d8,David Lord,2021-05-21 14:09:02+00:00,Merge pull request #4074 from pgjones/bp,2021-05,2021
3257b757,pgjones,2021-05-21 14:02:05+00:00,Fix blueprint renaming,2021-05,2021
714b0a46,pgjones,2021-05-21 14:01:32+00:00,Fix blueprint self registration,2021-05,2021
9409be6e,David Lord,2021-05-20 20:08:28+00:00,warn when registering same blueprint with same name,2021-05,2021
63b30674,David Lord,2021-05-20 18:05:36+00:00,changelog for blueprint registered name,2021-05,2021
67b0b7e3,David Lord,2021-05-20 17:32:28+00:00,cache blueprint path calculation,2021-05,2021
c2920e2b,pgjones,2021-05-18 12:37:11+00:00,Bugfix allow blueprints to be registered with a different name,2021-05,2021
141fde1d,pgjones,2021-05-18 12:33:45+00:00,Bugfix blueprint naming,2021-05,2021
99afbb27,pgjones,2021-05-18 12:06:21+00:00,Fix blueprint nested url_prefix,2021-05,2021
a541c2ac,Grey Li,2021-05-21 09:46:31+00:00,Fix view decorators docs,2021-05,2021
36872e7b,Grey Li,2021-05-21 08:58:58+00:00,Add venv and .venv to .gitignore,2021-05,2021
a82cc31a,Alex Hedges,2021-05-17 21:14:47+00:00,Update CHANGES.rst,2021-05,2021
10a36cb6,Alex Hedges,2021-05-17 19:30:05+00:00,Improve decorator factory type signatures,2021-05,2021
8796b2a7,Alex Hedges,2021-05-17 18:02:27+00:00,Use TypeVar for setupmethod(),2021-05,2021
bf982718,Alex Hedges,2021-05-15 21:38:25+00:00,Make add_url_rule() signature consistent,2021-05,2021
0d594b8c,Oleksis Fraga Menéndez,2021-05-21 04:33:09+00:00,Add update pip and setuptools section (#4061),2021-05,2021
83f7efa0,David Lord,2021-05-21 04:05:59+00:00,Merge branch '2.0.x',2021-05,2021
0cfce9a0,David Lord,2021-05-21 04:05:36+00:00,Merge pull request #4084 from pallets/update-theme,2021-05,2021
9889ca8b,David Lord,2021-05-21 04:03:33+00:00,update pallets and sphinx requirements,2021-05,2021
cfda2708,David Lord,2021-05-21 04:03:02+00:00,update pallets-sphinx-themes,2021-05,2021
69e6d59a,David Lord,2021-05-20 20:52:09+00:00,Merge pull request #4081 from pallets/config-json,2021-05,2021
10425fb9,David Lord,2021-05-20 19:35:43+00:00,re-add deprecated Config.from_json method,2021-05,2021
b5518e23,David Lord,2021-05-17 23:06:10+00:00,Merge pull request #4072 from pallets/typeshed,2021-05,2021
afc907fd,David Lord,2021-05-17 23:03:12+00:00,use _typeshed.wsgi instead of wsgiref.types,2021-05,2021
19b905ee,David Lord,2021-05-17 15:51:30+00:00,Merge pull request #4066 from dannysepler/pathlib-in-test,2021-05,2021
1b5f21e0,Danny Sepler,2021-05-17 02:34:32+00:00,Add pathlib in cli tests,2021-05,2021
1c305237,David Lord,2021-05-17 14:56:20+00:00,Merge pull request #4063 from pgjones/bp-fix,2021-05,2021
6fbdeb80,pgjones,2021-05-16 18:32:29+00:00,Fix nested blueprint url_prefix,2021-05,2021
f64fff64,David Lord,2021-05-14 20:54:21+00:00,Merge pull request #4057 from rafaVls/unused-escape-import,2021-05,2021
9c186ccf,Rafael Aviles,2021-05-14 20:23:34+00:00,Use escape function in return statement for username and subpath.,2021-05,2021
6e0fb117,David Lord,2021-05-14 15:23:44+00:00,Merge pull request #4056 from pallets/converter-session,2021-05,2021
9039534e,David Lord,2021-05-14 15:17:37+00:00,Merge pull request #4055 from pallets/converter-session,2021-05,2021
a7b02b3a,David Lord,2021-05-14 15:11:09+00:00,converters have access to session,2021-05,2021
636f195b,David Lord,2021-05-14 01:47:43+00:00,Merge branch '2.0.x',2021-05,2021
86487509,David Lord,2021-05-14 01:47:06+00:00,Merge branch '1.1.x' into 2.0.x,2021-05,2021
1ca199f9,David Lord,2021-05-14 01:44:46+00:00,Merge pull request #4051 from pallets/release-1.1.4,2021-05,2021
64a5d7a0,David Lord,2021-05-14 01:22:56+00:00,release version 1.1.4,2021-05,2021
5f8d3ea2,David Lord,2021-05-14 01:19:46+00:00,Merge pull request #4049 from brettlangdon/fix.os.fspath,2021-05,2021
3ace642e,brettlangdon,2021-05-14 00:19:02+00:00,Use compat fspath instead of os.fspath When 7ba35c4 was cherry-picked it introduced the usage of os.fspath which is not supported on Python <3.6,2021-05,2021
1ce0f774,David Lord,2021-05-13 23:36:10+00:00,Merge branch '2.0.x',2021-05,2021
5bd959fb,David Lord,2021-05-13 23:34:58+00:00,Merge branch '1.1.x' into 2.0.x,2021-05,2021
c04b0de5,David Lord,2021-05-13 23:24:21+00:00,Merge pull request #4048 from pallets/release-1.1.3,2021-05,2021
661bbcdb,David Lord,2021-05-13 23:22:57+00:00,release version 1.1.3,2021-05,2021
ae647b57,David Lord,2021-05-13 23:20:28+00:00,Merge pull request #4047 from pallets/maximum-versions,2021-05,2021
6d8b4ce9,David Lord,2021-05-13 23:16:04+00:00,set maximum versions of pallets dependencies,2021-05,2021
4240ace5,David Lord,2021-05-13 23:01:23+00:00,Merge remote-tracking branch 'origin/2.0.x',2021-05,2021
f3551c8b,David Lord,2021-05-13 22:27:41+00:00,Merge pull request #4036 from greyli/fix-nesting-bp,2021-05,2021
e93704fb,Grey Li,2021-05-13 10:26:24+00:00,fix url_prefix argument when nesting blueprints,2021-05,2021
08e459e8,David Lord,2021-05-13 21:34:28+00:00,Merge pull request #4045 from pallets/blueprint-name-dot,2021-05,2021
7c526140,David Lord,2021-05-13 21:31:50+00:00,blueprint name may not contain a dot,2021-05,2021
d8c37f43,David Lord,2021-05-13 20:35:12+00:00,Merge pull request #4026 from greyli/improve-type-hints,2021-05,2021
d5aadba4,Grey Li,2021-05-12 14:52:25+00:00,improve type hints for send_file and send_from_directory,2021-05,2021
6414df97,David Lord,2021-05-13 20:09:49+00:00,Merge pull request #4042 from pallets/update-typing,2021-05,2021
25884c43,David Lord,2021-05-13 19:53:32+00:00,fix typing that wasn't available in Python 3.6.0,2021-05,2021
6fe7f457,David Lord,2021-05-13 18:33:01+00:00,inform mypy that g has arbitrary attributes,2021-05,2021
2baaa8fd,David Lord,2021-05-13 18:32:19+00:00,fix annotation for g object,2021-05,2021
89475e5d,David Lord,2021-05-12 19:47:49+00:00,mark top-level names as exported,2021-05,2021
c121e8ce,Grey Li,2021-05-13 08:00:48+00:00,Merge pull request #4034 from oleksis/2.0.x,2021-05,2021
14921608,oleksis,2021-05-13 07:54:41+00:00,Fix Fork link,2021-05,2021
d906c71e,David Lord,2021-05-12 17:23:08+00:00,Merge pull request #4019 from greyli/re-add-filename,2021-05,2021
fc82dd50,Grey Li,2021-05-12 11:04:20+00:00,Re-add filename param for send_from_directory,2021-05,2021
80d9519a,David Lord,2021-05-12 13:40:57+00:00,Merge pull request #4021 from andrewjroth/patch-1,2021-05,2021
2889ea4d,Andrew J Roth,2021-05-12 13:14:34+00:00,Added Google Cloud Run as a Hosted option,2021-05,2021
d575de51,Grey Li,2021-05-12 04:58:23+00:00,Fix typo in the example of nesting bp docs,2021-05,2021
57b19fda,Grey Li,2021-05-12 04:58:23+00:00,Fix typo in the example of nesting bp docs,2021-05,2021
22d82e70,David Lord,2021-05-11 23:33:46+00:00,Merge remote-tracking branch 'origin/2.0.x',2021-05,2021
48325dbf,David Lord,2021-05-11 23:33:24+00:00,Merge pull request #4011 from ThiefMaster/fix-sphinx-build,2021-05,2021
2ddbceea,Adrian Moennich,2021-05-11 22:28:56+00:00,Install sphinx 4.1-dev from git,2021-05,2021
19f458f9,David Lord,2021-05-11 22:26:38+00:00,Merge remote-tracking branch 'origin/2.0.x',2021-05,2021
15b2241b,David Lord,2021-05-11 22:24:15+00:00,Merge pull request #4010 from pallets/default-branch,2021-05,2021
52adf2ec,David Lord,2021-05-11 22:18:41+00:00,rename default branch in files,2021-05,2021
905e5c23,David Lord,2021-05-11 21:56:25+00:00,Merge pull request #4008 from pallets/update-click,2021-05,2021
80a4e620,David Lord,2021-05-11 21:50:16+00:00,update click minimum version,2021-05,2021
2846abae,David Lord,2021-05-11 21:48:48+00:00,start version 2.1.0.dev0,2021-05,2021
6fb1101f,David Lord,2021-05-11 21:48:08+00:00,start version 2.0.1.dev0,2021-05,2021
2f0c62f5,David Lord,2021-05-11 21:43:42+00:00,Merge pull request #4007 from pallets/release-2.0.0,2021-05,2021
f8e63d39,David Lord,2021-05-11 21:30:47+00:00,release version 2.0.0,2021-05,2021
1403d35e,David Lord,2021-05-11 21:41:45+00:00,update type annotations,2021-05,2021
3a5532b4,David Lord,2021-05-11 21:28:49+00:00,update pallets projects minimum versions,2021-05,2021
f8f0caf5,David Lord,2021-05-11 21:28:21+00:00,update requirements,2021-05,2021
9c1e7f6c,David Lord,2021-05-11 14:07:12+00:00,Merge pull request #4005 from pallets/pre-commit-ci-schedule,2021-05,2021
8b72f6ab,David Lord,2021-05-11 13:57:24+00:00,update pre-commit monthly,2021-05,2021
28262c34,David Lord,2021-05-11 06:50:04+00:00,Merge pull request #3999 from greyli/improve-cli-docs,2021-05,2021
531671c9,Grey Li,2021-05-06 01:27:35+00:00,Improve the wording of using FLASK_APP,2021-05,2021
2c88e8a0,David Lord,2021-05-11 05:51:02+00:00,Merge pull request #4003 from pallets/autodoc-typehints,2021-05,2021
79ac96f1,David Lord,2021-05-11 05:45:42+00:00,show type hints in description,2021-05,2021
e1b3a053,David Lord,2021-05-10 20:41:53+00:00,Merge pull request #4002 from pallets/pre-commit-ci-update-config,2021-05,2021
95e5843a,pre-commit-ci[bot],2021-05-10 20:25:42+00:00,[pre-commit.ci] pre-commit autoupdate,2021-05,2021
3c9b8546,David Lord,2021-05-03 18:13:36+00:00,Merge pull request #3992 from pallets/pre-commit-ci-update-config,2021-05,2021
c93a2d76,pre-commit-ci[bot],2021-05-03 17:21:04+00:00,[pre-commit.ci] pre-commit autoupdate,2021-05,2021
d7ac6f5b,David Lord,2021-05-03 14:13:43+00:00,Merge pull request #3991 from pallets/release-2.0.0rc2,2021-05,2021
e2b7d105,David Lord,2021-05-03 14:02:42+00:00,release version 2.0.0rc2,2021-05,2021
47f0e799,David Lord,2021-05-03 13:23:00+00:00,Merge pull request #3989 from pgjones/async,2021-05,2021
2889da67,pgjones,2021-05-03 09:59:28+00:00,Remove the async helper method,2021-05,2021
7f87f3dd,pgjones,2021-05-02 19:49:46+00:00,Simplify the async handling code,2021-05,2021
cb13128c,pgjones,2021-05-02 19:23:08+00:00,Remove context copying from run_async function,2021-05,2021
188f4785,Grey Li,2021-05-03 00:09:40+00:00,Merge pull request #3976 from greyli/update-changelog,2021-05,2021
8bfce88e,Joshua Bronson,2021-05-02 20:05:08+00:00,Minor docs fixes. (#3988),2021-05,2021
98fbb6a3,David Lord,2021-05-01 12:08:44+00:00,Merge pull request #3986 from pallets/dependabot/pip/python-dotenv-0.17.1,2021-05,2021
467d2e2a,dependabot[bot],2021-05-01 08:02:41+00:00,Bump python-dotenv from 0.17.0 to 0.17.1,2021-05,2021
0c198dff,David Lord,2021-04-29 17:11:09+00:00,Merge pull request #3985 from greyli/async-note,2021-04,2021
ec044a24,Grey Li,2021-04-28 23:40:11+00:00,Add tips for using async on Windows on Python 3.8,2021-04,2021
83b2f8f0,dependabot[bot],2021-04-28 20:59:01+00:00,Merge pull request #3984 from pallets/dependabot/pip/pre-commit-2.12.1,2021-04,2021
36e6ec45,dependabot[bot],2021-04-28 20:54:53+00:00,Bump pre-commit from 2.12.0 to 2.12.1,2021-04,2021
0d63f102,David Lord,2021-04-28 20:53:29+00:00,Merge pull request #3983 from pallets/dependabot/add-v2-config-file,2021-04,2021
d1242141,dependabot-preview[bot],2021-04-28 16:46:45+00:00,Upgrade to GitHub-native Dependabot,2021-04,2021
9be01564,Grey Li,2021-04-28 06:02:19+00:00,Update changelog for #3932,2021-04,2021
77db3d5e,David Lord,2021-04-27 14:58:25+00:00,Merge pull request #3972 from ThiefMaster/click-7,2021-04,2021
1ccf063f,David Lord,2021-04-27 14:55:26+00:00,Merge pull request #3971 from ThiefMaster/get-root-path,2021-04,2021
26a6cc0f,Adrian Moennich,2021-04-24 18:01:09+00:00,Allow using Click 7 with a DeprecationWarning,2021-04,2021
10b0d6b3,Adrian Moennich,2021-04-24 16:35:41+00:00,Move get_root_path back to flask.helpers,2021-04,2021
1a8549de,David Lord,2021-04-27 14:32:10+00:00,Merge pull request #3973 from pgjones/typing,2021-04,2021
b8ddd52a,Grey Li,2021-04-27 01:47:43+00:00,Merge pull request #3974 from pallets/pre-commit-ci-update-config,2021-04,2021
b373e7a4,pre-commit-ci[bot],2021-04-26 17:21:56+00:00,[pre-commit.ci] pre-commit autoupdate,2021-04,2021
77237093,pgjones,2021-04-24 11:22:26+00:00,Add initial type hints,2021-04,2021
f405c6f1,pgjones,2021-04-23 08:44:15+00:00,Initial typing support,2021-04,2021
e6e75e55,David Lord,2021-04-24 14:31:16+00:00,changelog for bumped pallets versions,2021-04,2021
